colorIdentity,convertedManaCost,coloredManaCost,power,toughness,rarity,types,uuid,text,releaseDate
B,3,1,2,2,common,zombie knight,55819b20-b066-5b0d-8407-8e8243aba632,,6/1/1994
B,3,2,2,1,common,spirit minion,ef2099bc-9fdc-5ece-a15f-19e4e8e963d1,swampwalk,6/1/1994
R,5,3,2,4,uncommon,human berserker,ee9d3291-4c9a-50d2-8a99-d1e2106489b9,rampage3,6/1/1994
R,0,0,0,1,common,kobold,cb095146-6d10-53f9-981c-efa45e0ef8c7,,6/1/1994
R,0,0,0,1,common,kobold,c3a321a6-4bbe-502d-be48-87241c47aa8f,,6/1/1994
R,6,3,4,4,uncommon,giant,3a02b4e7-ec81-5e0b-98ae-192bf2246b34,rampage2,6/1/1994
R,0,0,0,1,common,kobold,803ce90e-d290-5101-94bc-f8bc8802e81c,,6/1/1994
R,3,1,2,2,common,ox,8ff26340-95f8-5fd7-8d7e-42c1e3720526,,6/1/1994
R,2,1,0,6,common,wall,7c51edf1-2b5c-5975-a550-3a19431a5b0f,defender,6/1/1994
R,3,1,2,6,common,wall,30d33f97-5dc3-5fdd-886c-24f8f0448698,defender,6/1/1994
G,2,1,2,2,common,ape,f6fa4651-107d-55b1-8192-cc9974fa1508,,6/1/1994
G,3,2,2,2,common,cat warrior,41d3bdcd-910f-591a-9773-328eea425ddc,forestwalk,6/1/1994
G,7,4,6,4,uncommon,giant,db995c07-c39b-50de-a4b1-94b1530439fc,trample rampage2,6/1/1994
G,5,1,4,4,common,boar,1269f848-d369-5a77-bb62-95b84a6b310c,,6/1/1994
G,3,2,2,1,common,snake,90d8f347-eceb-5be6-b5da-7f96ce4c9ab8,firststrike,6/1/1994
G,5,2,3,6,common,elemental,17d02e1f-c7e9-5bd8-9919-654cc86b1ddf,,6/1/1994
G,4,2,2,4,common,wolverine,19ad9944-c2e0-5c66-8f2d-7db887f256d2,rampage2,6/1/1994
B;R,7,3,6,5,uncommon,human warrior legendary,c640a280-c135-5f08-935c-5e163bca7b35,,6/1/1994
U;W,6,3,5,4,uncommon,human warrior legendary,bf61d85e-5d45-5be3-b4df-842cef79e21c,rampage1,6/1/1994
G;W,5,2,4,5,uncommon,human legendary,eba70b87-1e30-5a0c-8803-63ff5ce07d60,,6/1/1994
U;W,7,3,5,5,uncommon,cat warrior legendary,52c59855-7571-5927-a62f-144fb8aae3ce,,6/1/1994
G;R,6,3,6,5,uncommon,human knight legendary,1b0fc555-c168-5e10-b82b-af7acecaf55b,,6/1/1994
U;W,6,2,5,3,uncommon,human warrior legendary,c069947b-cb8c-574e-bc8f-04300cfe2cba,,6/1/1994
B;R,7,2,7,4,uncommon,demon legendary,87ac0e4e-1c81-5f07-b5d7-8f2330e28774,,6/1/1994
G;R,6,3,4,6,uncommon,elf warrior legendary,c3adc9a3-a3f3-5b47-a3e2-c93669345e1d,rampage1,6/1/1994
B;U,6,3,4,3,uncommon,human pirate legendary,e769e526-3c66-5b8b-969f-92d98bdf4dbb,firststrike,6/1/1994
G;W,6,2,4,7,uncommon,human knight legendary,737c4466-0af8-5090-b9fc-a711c06e1b93,,6/1/1994
B;U,7,2,6,4,uncommon,human legendary,42e420b4-efe7-5c42-be15-23ea78138160,,6/1/1994
G;R,6,2,5,5,uncommon,giant legendary,54bf1568-c0d3-5189-80bf-649d3bd1fbbd,,6/1/1994
U;W,5,2,4,4,uncommon,human advisor legendary,dee65f5d-98b7-5300-a46f-2e9a4f952853,,6/1/1994
G;W,6,3,5,5,uncommon,human soldier legendary,4783f2d0-bb74-5f64-82e0-9edf9e922e30,,6/1/1994
W,5,1,2,2,uncommon,bird soldier,a5b97da9-bb84-58ec-a6d8-c86a73a468b5,amplify1 flying,2/3/2003
W,5,1,2,2,common,human soldier,beaf0f12-253b-53a4-bc86-6c60fbd25c47,firststrike provoke,2/3/2003
U,1,1,0,2,common,bird soldier,6ff28085-564d-59dc-a768-51a01f947d37,flying,2/3/2003
U,1,1,1,1,common,human wizard,1cba44ba-6466-55a9-9d82-ef832fd40256,,2/3/2003
B,7,1,5,4,uncommon,zombie,2e2d15b4-ec05-59a1-ae4f-79f9aad359da,amplify1 trample,2/3/2003
R,5,1,4,1,common,goat beast,77ded0b9-2884-54db-b382-42179de0c1ee,haste provoke,2/3/2003
R,1,1,1,1,common,goblin,99673d00-9c00-51cf-b6e3-3ec67ee76030,provoke,2/3/2003
R,4,1,2,1,uncommon,dinosaur beast,dd404ecf-1ad2-5130-94b6-1c8ad1a760f7,doublestrike,2/3/2003
G,6,2,5,3,uncommon,beast,51ca5353-fca4-546c-be46-7ea3b0076015,trample provoke,2/3/2003
G,1,1,1,1,common,elf,3f6f3eb7-d2d6-5dd2-afc5-87a66ed3a880,trample,2/3/2003
G,7,1,7,7,uncommon,beast,634c9d56-a13f-5176-8f40-1ee0bd0f73c3,,2/3/2003
G,6,2,3,3,rare,beast,d1ae017c-2312-52a5-bc8e-d4ed262ba9fd,amplify2 provoke,2/3/2003
G,6,1,4,4,common,beast,98e6c52d-9fa9-5087-ac6b-7c48052550f4,amplify1,2/3/2003
G,6,2,3,6,common,beast,3aabf95b-e31c-5a9e-a66d-c7d559d99d8c,reach,2/3/2003
W,3,1,2,2,common,shapeshifter,d87fd174-be97-5202-bd08-4d31eff4c2cc,changeling flying,10/12/2007
W,4,2,3,3,common,giant scout,fd9ae846-ca31-5d1f-9f54-36c55f6271f7,mountainwalk,10/12/2007
W,2,2,2,2,uncommon,kithkin knight,3c92fb4e-8665-5a25-81ae-288f7f6084e1,firststrike lifelink,10/12/2007
W,5,2,3,3,common,kithkin knight,e05445a7-987a-5c3f-8616-9bfc27ab8859,flying firststrike,10/12/2007
U,4,1,2,3,common,faerie soldier,a1abe36e-7015-53c2-b9e6-2befb6d9b494,flash flying,10/12/2007
B,4,1,2,3,common,elf rogue,4084fa60-05ee-5a72-97d7-a163fc4a3848,deathtouch,10/12/2007
R,6,2,6,4,common,giant warrior,48cb95c3-f6b0-5c6f-9fb7-ff982f01d4eb,,10/12/2007
G,4,2,3,4,common,treefolk warrior,5643d5aa-b3a4-5682-b83c-2cd718102ddb,reach,10/12/2007
G,7,2,5,7,common,treefolk warrior,9f1fe642-8b37-52e0-83b0-b2c1522ab06b,vigilance trample,10/12/2007
G,2,1,2,2,common,shapeshifter,e5163cd6-0967-58f2-8fa4-2e2db8a74bb9,changeling,10/12/2007
W,1,1,2,1,uncommon,human soldier,051980a5-d7f6-5f76-97c5-105ce256fbc6,,7/17/2009
W,3,1,1,3,common,griffin,970be000-af2e-543f-89a3-2e4a541b2a31,flying vigilance,7/17/2009
W,4,1,2,2,common,griffin,e6e04921-13e6-514f-9fa9-324162808f52,flying firststrike,7/17/2009
W,5,2,4,4,uncommon,angel,aaaecfbb-7ceb-5733-aa11-ea78f24cdb4f,flying vigilance,7/17/2009
W,5,1,3,5,common,elephant,ac5511d7-e298-5b71-925f-bffc551e5980,,7/17/2009
W,2,1,2,2,common,cat,470a3557-5460-5052-82e9-25094c1e755e,,7/17/2009
W,2,1,2,1,common,pegasus,6816ccc7-6088-5c03-8e01-0eb0b46027fe,flying,7/17/2009
U,5,2,4,4,uncommon,elemental,17f0c35c-bd56-5f37-9347-4839f18ccd9d,flying,7/17/2009
U,2,1,2,1,common,merfolk,b4e9ea6e-a24b-5499-8450-25670b56dc68,,7/17/2009
U,3,1,1,4,common,turtle,05f360a5-79f4-5360-8ddc-44e1f4e37124,,7/17/2009
U,4,1,3,2,common,drake,f13f81d3-4c3c-581b-9128-450fd391a0f3,flying,7/17/2009
U,3,1,2,2,common,drake,81a1ef35-b5be-51f1-85ed-d367ecb96458,flying,7/17/2009
U,1,1,1,1,common,faerie,b1965c29-7166-5aad-9c51-0c94a81a6e52,flying,7/17/2009
B,4,1,3,3,uncommon,wraith,7ec86d79-05cc-5242-9e5c-2bc7e16827d6,swampwalk,7/17/2009
B,2,1,2,1,common,vampire,f0f1a731-81fc-5c75-9870-6bef45736952,lifelink,7/17/2009
B,3,1,2,1,common,bat,5bdf223f-d659-5a74-98f8-5235385c9369,flying,7/17/2009
B,3,1,3,2,common,zombie,f27419f7-a7b5-5ce8-97a5-f3a640f91fac,,7/17/2009
B,5,1,4,3,common,zombie giant,7c1ac8da-e00e-5dae-afeb-17b08941f53f,,7/17/2009
R,4,1,3,3,common,minotaur warrior,f84ab93d-fd82-5ca9-9143-766038085b7b,,7/17/2009
R,2,1,2,1,common,goblin warrior,e0800520-1c7e-5124-994f-a1c686f4f45e,,7/17/2009
R,4,1,4,1,common,elemental,c69451e8-2b15-592f-8898-b8c3a05ef513,haste,7/17/2009
R,1,1,1,1,common,goblin berserker,fd74a5d3-beea-5ca2-b590-0282dac572f1,haste,7/17/2009
R,3,1,2,1,common,viashino warrior,d7e5d2b5-ddb3-52f1-a3e5-3e90693f4336,firststrike,7/17/2009
G,3,1,3,3,common,centaur warrior,a5cf3057-7e30-51ca-884c-7598b045e0eb,,7/17/2009
G,6,2,6,4,common,wurm,690acccd-b452-5f8b-bf35-be5bc4c80852,,7/17/2009
G,2,1,1,2,common,spider,77b27cbe-a314-5d68-a527-38516658a70e,reach deathtouch,7/17/2009
G,4,1,2,3,common,antelope,fe8e4418-3eed-567c-ba98-9812af12bb34,forestwalk,7/17/2009
G,7,1,7,7,uncommon,beast,31024bab-7341-5d08-8a14-85afa47bc13b,,7/17/2009
G,4,1,2,4,common,spider,5a646be2-bedd-50be-afb0-667d151be016,reach,7/17/2009
G,7,2,9,9,rare,beast,fe378e61-da0a-5c0b-8923-1539b5b31177,shroud,7/17/2009
G,4,1,3,2,common,cat,59c16a58-58df-55ea-84b6-4e16ce763693,shroud,7/17/2009
G,2,1,2,2,common,bear,66dc9783-fafb-5792-a65d-2dece74dbe0e,,7/17/2009
G,5,1,4,4,common,rhino,e9ef92d2-4cea-5f29-8820-ea4b68b8f5ee,trample,7/17/2009
X,0,0,0,2,uncommon,thopter artifact,82050b2c-0441-547f-9a73-91201e5c3344,flying,7/17/2009
W,4,1,3,2,common,griffin,0b95bc00-6f00-5ce9-86db-2a55b71950fa,flying,7/16/2010
W,4,2,2,3,common,human knight,b89859b8-4c0b-582e-b53a-0b8cc8be6a82,flying firststrike,7/16/2010
W,1,1,2,1,uncommon,human soldier,8937b089-91f9-5223-a7f5-f46f69bf07ea,,7/16/2010
W,5,2,4,4,uncommon,angel,978152f6-a91e-59da-948d-8b947fa366e3,flying vigilance,7/16/2010
W,5,1,3,5,common,elephant,71a75452-9503-5b4d-8f8d-a96e08f99f21,,7/16/2010
W,2,1,2,2,common,cat,3dc27c84-e2a9-5481-84ec-8600bada94fb,,7/16/2010
W,2,1,2,1,common,pegasus,fe048d76-fe3e-55e8-8a1b-ec3ba856898e,flying,7/16/2010
W,3,1,2,2,common,griffin,44346ca7-31ce-57a3-93a0-7b26983478d4,flying,7/16/2010
U,5,1,2,5,common,crab,b133e8fb-e72f-5139-b19d-1d76de3c1122,,7/16/2010
U,4,1,2,4,common,drake,e66d2587-c435-5479-9090-6efd93cf8780,flying,7/16/2010
U,2,1,1,3,common,merfolk soldier,a6363ae6-5f84-5a09-a46c-a32914b90961,,7/16/2010
B,3,1,3,2,common,vampire,fccc7086-1ea4-57dc-90a7-e4ccb930575c,,7/16/2010
B,3,1,2,2,common,zombie,bc8eea77-d53b-5f1b-b712-565118c80955,swampwalk,7/16/2010
B,2,1,2,1,common,vampire,0821bdfa-2f62-534f-8c40-0a94022848d5,lifelink,7/16/2010
B,4,1,4,2,common,horror,f528946b-f957-5f04-b915-cf01946f4d17,,7/16/2010
R,4,1,3,3,common,minotaur warrior,05d41b89-0bdb-5a56-8c0c-134336c4f5b4,,7/16/2010
R,2,1,2,1,common,goblin warrior,ae5107d7-a3e9-5f67-be96-66f30112c618,,7/16/2010
R,4,1,3,2,common,human berserker,7d9c4f1c-1cfc-5fb2-a4d6-d56b4dbfe87a,haste,7/16/2010
G,7,2,7,7,uncommon,wurm,d14151ef-4682-5eba-987b-49ce1d751b8c,trample,7/16/2010
G,2,2,3,2,common,beast,d0e56a9b-79cb-59db-b4d4-1765863ad8fb,trample,7/16/2010
G,4,1,2,4,common,spider,2c2da919-1e40-5367-be31-6e4b284d3a62,reach,7/16/2010
G,5,2,3,5,common,basilisk,ec92b40c-f398-5cd7-93e6-bbf000c51d2d,deathtouch,7/16/2010
G,2,1,2,2,common,bear,8572a135-e00e-55cf-a66e-d10f1a3aaee1,,7/16/2010
G,3,1,3,1,common,wolf,4144c956-bac4-5531-919d-54cf0a4efdf2,hexproof,7/16/2010
G,5,1,5,4,common,wurm,29a53cf4-f8c3-58f4-a657-18498b819ec1,,7/16/2010
G,1,1,0,3,common,plant wall,667ce243-69a0-5603-94f9-81895f41b44f,defender reach,7/16/2010
G,6,2,6,4,common,wurm,efad9aec-7b9e-50c6-ab10-a621e87f2182,trample,7/16/2010
X,0,0,0,2,uncommon,thopter artifact,03cc54a9-6ef0-5b23-9516-5857fe523cd3,flying,7/16/2010
X,5,0,4,4,uncommon,golem artifact,eb083b29-0b2d-56fa-80d2-75d8df93a34c,,7/16/2010
W,2,2,2,3,common,horse,8ef6f2be-2e0e-5fff-a18a-c5dbd9424865,,7/15/2011
W,4,1,3,2,common,griffin,72b30265-ca8c-5883-9cec-08d3c3a5e0d2,flying,7/15/2011
W,1,1,2,1,uncommon,human soldier,110fc288-a785-56fc-87ba-7537d98ffc53,,7/15/2011
W,3,1,1,3,common,griffin,70536273-5cb6-5ad9-ac52-e85da6d74eac,flying vigilance,7/15/2011
W,5,1,2,4,common,griffin,29985bf3-d4c9-5ffd-81d4-c33f40e7f1b2,flying firststrike,7/15/2011
W,5,2,4,4,uncommon,angel,6c52dc34-5513-5c17-a25b-dbda8ed3eabc,flying vigilance,7/15/2011
W,5,1,3,5,common,elephant,f573cf74-ff54-5d57-b388-4cba2b5e8fcd,,7/15/2011
W,2,1,2,1,common,pegasus,9f346e40-8e28-5b2d-b6ff-a30926464d08,flying,7/15/2011
U,4,1,2,4,common,salamander rogue,1c5a40c9-1e5f-5fd0-8269-9cbc46a69612,,7/15/2011
U,4,1,2,2,common,bird soldier,fdcc866b-a16f-5331-ba57-71c4207e6510,flying hexproof,7/15/2011
U,2,1,2,1,common,merfolk,2c3ce386-155d-5165-9f2e-fcf5c0da52cd,,7/15/2011
B,3,1,3,1,common,vampire,a6ff60dc-b0a2-5251-b980-f0363ebbe1e6,bloodthirst1,7/15/2011
B,2,1,2,1,common,vampire,05b8518c-2709-5f2e-a7f0-52b55489760f,lifelink,7/15/2011
B,2,1,1,1,common,bat,d9cbd2a9-f47f-5363-888f-cc646afd4882,bloodthirst1 flying,7/15/2011
B,4,2,2,2,uncommon,vampire,2579e676-bdcf-5b41-bebc-48c87aae11cc,bloodthirst2 lifelink,7/15/2011
B,3,1,3,2,common,zombie,cb4f55bd-8018-5fb2-a494-77ac928ddd1b,,7/15/2011
B,5,1,4,3,common,zombie giant,4845ca9b-c9bc-5272-af3b-9ac3568d0299,,7/15/2011
R,3,1,2,2,common,ogre warrior,0da55720-fd35-5e30-989b-36be3cff71e2,bloodthirst1 firststrike,7/15/2011
R,5,1,4,4,common,giant,7dd697f2-6653-5ff1-a2ce-b9ca0b66797e,,7/15/2011
R,7,3,6,6,mythic,dragon,5107b953-b25a-50cf-bb22-4a85a553f94e,bloodthirst6 flying,7/15/2011
R,2,1,2,1,common,goblin warrior,5599f803-81b7-5d9b-91a0-574d450cec56,,7/15/2011
R,4,2,3,3,common,minotaur warrior,cffc9d7f-7788-585a-bc8b-75fad832dc30,bloodthirst2,7/15/2011
R,4,1,4,1,common,elemental,ab493c68-da10-5dd3-a553-7c878103f43c,haste,7/15/2011
R,2,1,1,1,uncommon,human berserker,57e9f218-059d-5da3-ba43-549ca6f7e4f6,bloodthirst2 menace,7/15/2011
R,6,2,4,4,uncommon,dragon,7b6a5e26-a322-5f4b-8969-38468218dd42,flying haste,7/15/2011
R,2,1,4,1,common,wall,a3000179-5ae2-5f0f-a8eb-972505bf7581,defender,7/15/2011
G,7,1,6,6,uncommon,wurm,83672c74-6e85-5069-bfd0-8f6e041db4d9,bloodthirst3 trample,7/15/2011
G,2,2,3,2,common,beast,4a18b2ac-9ab7-56eb-bc2c-8926c6cd12c6,trample,7/15/2011
G,4,1,2,4,common,spider,a34f571c-7482-5144-abc8-213dae4c2c47,reach,7/15/2011
G,1,1,1,1,common,elf scout,936bedf0-4955-5b18-bbd2-26b1eeec40a5,hexproof,7/15/2011
G,5,2,3,5,common,basilisk,9e92d8fb-70d1-5d42-90b4-d4637520d3f0,deathtouch,7/15/2011
G,3,1,2,2,common,crocodile,9c696221-ace1-5f2b-b011-e1e98282a7a3,bloodthirst1 islandwalk,7/15/2011
G,2,1,2,2,common,bear,21532172-dd48-5716-901f-ecfc9bee3b1d,,7/15/2011
G,3,1,3,1,common,wolf,107dd4f3-aed0-5eb9-9cf7-bd268ce82241,hexproof,7/15/2011
G,5,1,4,4,common,rhino,bf99e023-cf03-540c-aaaa-660842493cde,trample,7/15/2011
G,6,1,5,6,common,wurm,04fad352-ca5a-55e0-aad8-9898bee4dce9,,7/15/2011
W,2,2,2,2,common,cat cleric,d8719c7b-cf44-5b55-86d6-b1abc7fbccf0,lifelink,7/13/2012
W,2,1,1,1,common,bird soldier,be17a632-833c-5314-902a-ee4fdbf9b03d,flying exalted,7/13/2012
W,5,1,1,6,common,cat,10d0889f-e026-5daa-934a-05bd37e294ce,vigilance,7/13/2012
W,3,1,0,4,common,human soldier,82d3ac9e-f3e1-57ba-a289-966ea9d716be,defender exalted,7/13/2012
W,4,1,2,4,common,ox,6dc0a17f-4462-59d5-86ef-cc295539bb17,,7/13/2012
W,5,2,4,4,uncommon,angel,c4539aa6-0f3e-5d95-add3-40f72c26a64b,flying vigilance,7/13/2012
W,2,1,2,2,common,cat,61c57110-e47d-5fac-a1d1-26ed6a75f58f,,7/13/2012
W,1,1,1,1,common,dog,43871ba3-83e7-5425-8373-fd8d8ad21be0,firststrike,7/13/2012
U,5,1,3,3,common,faerie rogue,c3a65b43-d395-5cf2-8f7a-ea92ab521a03,flash flying,7/13/2012
U,1,1,0,4,common,kraken,38b09125-a56c-5ff9-a4a9-8d6e40d96f5b,,7/13/2012
U,1,1,1,1,common,merfolk,40d85e8e-b1f1-56ea-aa32-437612f68bed,,7/13/2012
U,3,1,2,2,common,drake,9d872868-5067-5cee-87ad-0c9fdc590f3e,flying,7/13/2012
B,4,1,2,2,uncommon,vampire rogue,99408690-6cfc-5bb3-8048-bf1d2ee7e61f,haste exalted,7/13/2012
B,3,1,1,3,common,scorpion,f7872890-bf93-5c14-9ee6-56d1f009ea5c,deathtouch,7/13/2012
B,3,1,3,1,common,human cleric,a8fb628c-412f-5591-9cdc-da73a05c8cb0,exalted,7/13/2012
B,3,2,2,3,uncommon,vampire shaman,b8633374-5684-5594-b2a1-411cf35c2cbf,flying deathtouch lifelink,7/13/2012
B,2,1,2,2,common,zombie,d457eb9c-d5bb-52e8-98d8-b2f871e2be3a,,7/13/2012
B,5,1,4,3,common,zombie giant,0c019a95-4852-5b61-b93b-41fa57d8271d,,7/13/2012
R,4,1,3,2,common,boar,a33d6408-0871-57c6-9839-8d34eb25423d,intimidate,7/13/2012
R,4,1,3,3,common,minotaur warrior,7d0dd3e2-abc7-57a1-9e02-09e3620f9563,,7/13/2012
R,5,2,5,4,common,elemental,f4f06594-b013-5f70-ab7b-f2f9e99b5d65,,7/13/2012
G,3,1,3,3,common,centaur warrior,d6a28ccf-e304-5bf8-aa8e-305b1209991d,,7/13/2012
G,2,1,1,2,common,spider,5bb2b358-a9d5-5fc5-a44e-09a695614216,reach deathtouch,7/13/2012
G,7,2,7,7,uncommon,wurm,46ac4537-310e-563f-b5b6-818395da2a42,trample,7/13/2012
G,4,1,3,3,common,beast,a9a3e49b-5d9b-5aaf-b0bf-6fc61aaff778,hexproof,7/13/2012
G,5,2,4,4,common,spider,9b9d82ae-f3f0-5476-ab87-5e466e8bd630,vigilance reach,7/13/2012
G,4,1,4,2,common,beast,421feca8-2b00-589a-be20-b42a576c7713,trample,7/13/2012
G,6,1,5,6,common,wurm,137e14b7-75c7-5fe5-bdf1-d4c26636cb54,,7/13/2012
X,6,0,5,4,uncommon,golem artifact,d514640d-dcef-513e-91c8-3189560c9c8c,,7/13/2012
W,2,1,0,4,common,wall,369d23c0-6d3d-59de-89d2-05e1b04a43c4,defender flying,7/19/2013
W,5,2,2,4,common,human knight,beab512f-a9d1-5284-88b5-30420176637b,vigilance lifelink,7/19/2013
W,3,1,1,3,common,griffin,21d3b92c-6f6c-56a2-bc5b-9659b22f0d79,flying vigilance,7/19/2013
W,4,1,2,4,common,ox,ee9b56bb-ef0d-57e6-aa42-c15df0193af0,,7/19/2013
W,5,2,4,4,uncommon,angel,8a7dec6f-0a44-57f9-a4e8-b96f09922e17,flying vigilance,7/19/2013
W,5,1,3,5,common,elephant,1a104f30-0abd-53dd-a645-d5274c8a7a4e,,7/19/2013
W,1,1,1,1,common,bird,f21c0b06-7f95-5f64-89a5-87908249afdd,flying,7/19/2013
W,4,1,3,5,uncommon,wall,233a32f4-78d4-5aba-b62a-da94c9ed80a3,defender flying,7/19/2013
U,5,1,2,5,common,crab,3f3780ef-e321-56a9-92a9-824c76567880,,7/19/2013
U,2,1,2,1,common,merfolk,d855f7e4-0fbd-5f37-9e00-913fc8a1058c,,7/19/2013
U,4,1,2,3,common,bird,c340fe15-4210-506b-b8a0-198cacf3a7b9,flash flying,7/19/2013
U,2,1,1,3,common,drake,692f4b20-0ef5-5514-af15-cf2d7c07e526,flying,7/19/2013
B,4,1,3,2,common,spirit,edf69359-e3df-506c-b37d-72fce1fd1531,intimidate,7/19/2013
B,2,1,2,1,common,vampire,4d2f4fed-2618-5078-9a04-a638b5d7e896,lifelink,7/19/2013
B,4,2,2,2,common,cockatrice,4bff7df1-f3b0-5465-afcd-939ecf21314c,flying deathtouch,7/19/2013
B,6,2,4,6,common,zombie minotaur,2740ba91-65e5-58d3-8a70-8efd015a81a1,,7/19/2013
B,3,1,2,3,common,zombie minotaur,b9adc9aa-50ab-5a33-8f5d-8668e1ded41c,,7/19/2013
R,4,1,3,3,common,minotaur warrior,10a98c62-bda4-5ef6-aeef-bee4501502e9,,7/19/2013
R,3,1,4,1,common,elemental cat,507d3675-e47d-57e8-8a1b-d409c37434dc,,7/19/2013
G,2,1,1,2,common,spider,5375b781-1fb9-5c11-b02f-a63a98e2a23e,reach deathtouch,7/19/2013
G,4,1,2,4,common,spider,532f8a13-05d7-5511-9a63-c34dcbafb56c,reach,7/19/2013
G,1,1,1,1,common,elf scout,e0602c94-44b5-5d30-bca1-14460b5a7996,hexproof,7/19/2013
G,2,2,3,3,uncommon,beast,5fbfd623-4b13-5e03-a56e-2bba50102607,,7/19/2013
G,4,2,4,4,common,beast,949f761c-54d2-5cf1-ba97-c21dcb124eff,,7/19/2013
X,3,0,2,2,common,sliver construct artifact,b4e9ae08-751f-5746-a2f0-cc83b15a3439,,7/19/2013
W,3,2,3,1,uncommon,spirit,8245e39e-2de6-5a9e-894f-7066475b9c33,flying,7/18/2014
W,2,1,3,1,common,cat warrior,d2e29bf7-f0d7-51cd-93c4-eef194a2602a,,7/18/2014
W,4,1,2,2,common,griffin,3564ac46-0eb9-5ee6-a84d-5aa28d8274e7,flying firststrike,7/18/2014
W,2,1,1,2,common,pegasus,77536ee6-2039-523a-a4f4-f4f631fbb70a,flying lifelink,7/18/2014
U,1,1,1,1,common,human wizard,106ba125-ccbe-5e5c-a0a2-726596c4da8b,,7/18/2014
U,5,1,3,3,common,elemental,ec9ed521-5658-5177-9d1d-e349b0273e1c,flying,7/18/2014
B,4,1,3,2,common,spirit,acde45b1-52e0-5cff-8273-a3a74fa169ae,intimidate,7/18/2014
B,2,1,2,1,common,vampire,59e48fc1-2269-5bae-ac88-8302dfa72525,lifelink,7/18/2014
B,1,1,1,1,common,rat,5f7d2f7d-a571-5bfd-9d52-46627b4c98d2,deathtouch,7/18/2014
B,3,1,2,3,common,frog,37df03cd-bd43-595c-8d88-b5bdf297c973,,7/18/2014
R,3,1,3,2,common,goblin knight,de31a38e-fc01-5249-a598-e6ada7102c94,,7/18/2014
R,3,2,2,2,common,goblin warrior,5f4fc218-2ef5-5d01-bba6-2103583625a8,intimidate,7/18/2014
R,5,2,4,3,common,giant,36d71457-4b27-5e2e-bc32-4fb083d83faa,haste,7/18/2014
G,2,1,2,2,common,bear,5a2c9068-9342-503b-bae4-270e756e437b,,7/18/2014
G,7,2,5,5,common,wurm,359aaa6d-2b67-5bb4-937e-93a683bb4ddc,convoke trample,7/18/2014
X,2,0,2,1,common,sable artifact,366a86c6-ffd9-5209-bf54-cfe94b435e1f,,7/18/2014
X,0,0,0,2,common,thopter artifact,50c7953f-b0ef-5332-b8e7-9487f62494cf,flying,7/18/2014
X,6,0,4,4,common,golem artifact,9e4a1b6d-9248-535b-a919-b48d377feeb0,convoke,7/18/2014
W,5,2,4,4,uncommon,angel,5fab3acd-e8d7-5040-8494-90ef9a0d2b00,flying vigilance,7/18/2014
U,6,2,5,6,rare,djinn,866f6531-70d7-5f47-8aac-bdd0b4829a3a,flying,7/18/2014
B,2,1,2,2,common,zombie,d785e0bf-0a0c-5082-bac0-f0fbfb33a3ea,,7/18/2014
G,3,1,3,3,common,centaur warrior,9bd33bdb-1597-5e13-8e27-bd2eea7bd65e,,7/18/2014
W,2,1,1,3,common,human cleric,7fa1d070-ee7a-5346-ac74-48b847c1fb73,lifelink,7/13/2018
W,6,2,3,7,common,human knight,fbb97535-41be-5072-98b7-2565cfe28263,vigilance,7/13/2018
W,3,1,3,2,common,elephant soldier,ca1ea422-4168-5a96-8f23-df6d456ca5b8,,7/13/2018
W,2,1,3,1,common,cat warrior,1c0d56ca-cd8b-547c-8766-073e2d0b177e,,7/13/2018
W,1,1,1,2,common,bird,454c4f1b-9716-5b3d-aeb3-3a2560d12763,flying,7/13/2018
U,4,1,3,2,common,drake,5ddf8f73-7170-589f-b9a9-fc88a81e1dbb,flying,7/13/2018
U,3,1,2,3,common,human wizard,7b41090e-87f8-50e3-a853-3a6751250f8d,,7/13/2018
U,2,1,0,5,common,wall,baaa5a49-9d1a-557d-b786-f5519ec1a6fb,defender,7/13/2018
B,6,2,6,5,common,beast,af389ddf-3445-5fa4-92c5-1c10f8ad7095,,7/13/2018
B,2,1,2,1,common,vampire,caab9219-1025-54ec-923c-3b3f154ed0a7,lifelink,7/13/2018
B,3,1,3,2,common,human assassin,cea9d280-7d19-5718-9658-9e6f4d463089,flash,7/13/2018
B,4,1,4,2,common,zombie,3ca3bc7e-5c46-5085-bfe1-3d19870b232c,menace,7/13/2018
B,2,1,2,2,common,zombie,26bb13c3-f943-5134-9ab0-435cb5738995,,7/13/2018
R,3,1,3,2,common,goblin warrior,5b7a1757-d881-56c9-9d88-22ae6effc37d,menace,7/13/2018
R,5,2,5,4,common,elemental,bbf23452-16e4-51b4-861c-0638a8be8e44,,7/13/2018
R,4,2,4,3,common,devil,ac4743a3-0a3f-5531-a235-d5735fcadc9b,trample,7/13/2018
R,4,1,3,3,common,minotaur,71339529-1346-5a9c-a80e-bd4ec1b5f8a0,haste,7/13/2018
R,3,1,4,2,common,ogre warrior,d65447d0-3f36-5c71-aaba-53a0afed3f4b,,7/13/2018
R,6,2,4,4,uncommon,dragon,e1996af7-2bb5-5a57-a7ad-7b56eda93969,flying haste,7/13/2018
G,3,1,3,3,common,centaur warrior,ce4568da-ea07-5288-8107-f90eb5808374,,7/13/2018
G,6,2,6,6,common,dinosaur,b1d2c9e1-1570-58c8-a96f-df26c5fb8e2e,trample,7/13/2018
